"Compound","Neutral.mass..Da.","m.z","Charge","Retention.time..min.","Chromatographic.peak.width..min.","Identifications","Anova..p.","q.Value","Max.Fold.Change","Highest.Mean","Lowest.Mean","Isotope.Distribution","Maximum.Abundance","Minimum.CV.","X1A1B_N","X1A2B_N","X1A3B_N","X2A1B_N","X2A2B_N","X2A3B_N","X3A1B_N","X3A2B_N","X3A3B_N","X4A1B_N","X4A2B_N","X4A3B_N","X5A1B_N","X5A2B_N","X5A3B_N","X1F1B_N","X1F2B_N","X1F3B_N","X2F1B_N","X2F2B_N","X2F3B_N","X3F1B_N","X3F2B_N","X3F3B_N","X4F1B_N","X4F2B_N","X4F3B_N","X5F1B_N","X5F2B_N","X5F3B_N","X1P1B_N","X1P2B_N","X1P3B_N","X2P1B_N","X2P2B_N","X2P3B_N","X3P1B_N","X3P2B_N","X3P3B_N","X4P1B_N","X4P2B_N","X4P3B_N","X5P1B_N","X5P2B_N","X5P3B_N","AQC1_N","AQC2_N","AQC3_N","FQC1_N","FQC2_N","FQC3_N","PQC2_N","PQC3_N","PQC4_N","PQC5_N","PQC6_N","PQC7_N","X1A1B_N.1","X1A2B_N.1","X1A3B_N.1","X2A1B_N.1","X2A2B_N.1","X2A3B_N.1","X3A1B_N.1","X3A2B_N.1","X3A3B_N.1","X4A1B_N.1","X4A2B_N.1","X4A3B_N.1","X5A1B_N.1","X5A2B_N.1","X5A3B_N.1","X1F1B_N.1","X1F2B_N.1","X1F3B_N.1","X2F1B_N.1","X2F2B_N.1","X2F3B_N.1","X3F1B_N.1","X3F2B_N.1","X3F3B_N.1","X4F1B_N.1","X4F2B_N.1","X4F3B_N.1","X5F1B_N.1","X5F2B_N.1","X5F3B_N.1","X1P1B_N.1","X1P2B_N.1","X1P3B_N.1","X2P1B_N.1","X2P2B_N.1","X2P3B_N.1","X3P1B_N.1","X3P2B_N.1","X3P3B_N.1","X4P1B_N.1","X4P2B_N.1","X4P3B_N.1","X5P1B_N.1","X5P2B_N.1","X5P3B_N.1","AQC1_N.1","AQC2_N.1","AQC3_N.1","FQC1_N.1","FQC2_N.1","FQC3_N.1","PQC2_N.1","PQC3_N.1","PQC4_N.1","PQC5_N.1","PQC6_N.1","PQC7_N.1","Same.RT","X..500","Accepted.Compound.ID","Accepted.Description","Adducts","Formula","Score","Fragmentation.Score","Mass.Error..ppm.","Isotope.Similarity","Retention.Time.Error..mins.","Compound.Link","Retention_time_rounded"
"15.02_425.1025m/z",NA,425.102509788187,1,15.02285,0.998683333333334,5,0,0,4.26075929454082,"CM1果肉","果皮QC","100 - 8.86",6708.19977392849,1.1,5333.5604327804,5444.24487523966,5351.70822589215,5081.26838283728,5291.06234966952,5330.21003335807,4441.12001681963,4891.04666431403,4693.94772052474,4930.20448055638,5690.69713628122,5428.75420018142,5275.05631452969,5174.40289272934,4958.99663739488,1710.03688709167,2134.82376463212,1823.57612240678,2010.03090052843,2000.87388273994,2298.02739299844,2710.02176810304,3609.6580277072,2574.40849794807,2229.63613411223,1792.00641371456,1613.29472129373,1638.10186172263,1558.17434537674,1756.87989412526,6938.97725442403,6959.41721993963,6226.20484742182,5626.94263029047,4954.56718495226,4684.20540591798,6474.42522773695,5699.75694833869,5533.40802837008,7314.30039787996,6346.30487735932,6139.20609029685,6543.53177297779,6145.66767828735,5968.53859914479,5045.73942884847,4740.91333801353,4749.88645975535,1646.98692917903,1596.000347,1480.25520991407,8098.94653345475,7256.787564,6288.22924650562,5771.34826901156,5418.12736111985,5137.49328325902,2580.12924193585,2374.59790259198,2336.91470761157,2472.68831859918,2310.00730011421,2357.74279565241,2405.07116795362,2348.86276024077,2284.27873505295,2454.05273997047,2403.22040361419,2413.61507558632,2484.59551163938,2349.3014690254,2297.64605,2439.3496076589,2567.75724259101,2336.97577595377,2710.75402871611,2604.48394293491,2298.02739299844,2736.0614633107,2559.69615288743,2391.94489039801,2689.00661854236,2528.2955123861,2268.14243776433,2597.10819168347,2601.65723264427,2448.40430509162,3105.64487241837,2938.43254934208,2547.95200753145,3000.08156025559,2674.89622019965,2493.74933152684,3457.09862850466,2782.98090095573,2666.21304009799,3402.30428302382,2849.90999124788,2634.82477678387,3097.31249871956,2867.63723912327,2790.93166184329,2405.59370404663,2293.52732504675,2430.11501038766,2624.53538438626,2508.98255492808,2226.75654676215,4517.38271974839,4031.87029955683,3469.42611102882,2966.76810750958,2651.0608352043,2515.49416901478,"","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,15.02
"5.04_162.9830m/z",NA,162.983013848058,1,5.04155,0.106416666666667,1,0,0,4.17907158846086,"CM1果肉","CM5果皮","100 - 0.137",1047.69538423126,1.06,741.729084322787,832.35071763294,851.699207573514,772.073143239292,825.486853397039,837.571514306333,705.452415358933,769.987821354778,715.084850571789,733.052788948652,843.709640430976,772.818244107999,824.856260507333,778.207822530579,807.357965010684,270.880972480249,342.672021741054,310.959906676494,327.426196252778,326.31363049975,374.090971637649,466.109346366091,639.60287906068,466.657102449628,342.824198374324,288.009861228433,275.260281352497,242.517045322147,252.044010969097,257.540477784504,970.83903259395,1037.57391209346,1134.67320800637,885.120150407912,833.724483981088,892.71182741322,895.982938863226,900.709649222426,914.398736998533,989.756557397335,1004.38011362442,1119.17831286788,902.635270023053,892.943323106625,880.66966235924,655.867379895843,724.333570980072,640.391266339492,259.134741622424,274.05885304274,262.791000965609,789.037596994262,801.290433485158,823.847304021402,896.22132841429,883.196772877424,891.329668328256,358.814140043011,363.043601749289,371.908990667717,375.712538396947,360.396557718617,370.487877839836,382.034995252846,369.776827650205,347.991331641216,364.883487562654,356.304363780415,343.593704169711,388.514176987868,353.324783280222,374.072211610747,386.408854060312,412.164498183073,398.505859046177,441.571261599049,424.753713029426,374.090971637649,470.588035598654,453.557931621369,433.582344317931,413.45604528072,406.345666005399,386.990372760837,384.495628597039,420.833603138213,358.910826318544,434.513783943695,438.088543809143,464.342717446751,471.913935563327,450.115295168897,475.256597425309,478.421061353476,439.783270376672,440.593179453776,460.393037092093,451.03299890943,480.329004273722,427.252988236846,416.657336486606,411.807480755076,312.68963885578,350.413247205141,327.634027052705,412.940920576009,430.832538803802,395.318035640839,440.104745866648,445.19686866492,454.544075291291,460.703587874929,432.143472882526,436.42579361725,"","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,5.04
"16.71_335.0510m/z",NA,335.050970728323,1,16.7056166666667,0.0859166666666695,3,0,0,4.16466822761132,"CM1果肉","果皮QC","100 - 0.305",353.444745057905,2.54,259.234269917635,304.254456064503,280.247595307113,294.769585648178,328.49275956606,293.860823624509,269.901853406291,284.079618208341,263.855442158342,269.962539864044,319.20927906924,309.362591211275,288.774432671113,299.458641861355,310.349801195699,93.7177372608557,118.639081227853,98.4227081260587,117.158303071575,110.958794077207,130.599193475895,135.125767944465,177.00089258343,136.603623178794,132.273442929595,96.3246043656572,102.023272281688,93.6197372312911,76.3889780534306,108.514480255925,326.632922754743,365.262304011621,368.43900840735,255.382317972987,243.749818424391,245.336657842125,265.618242046663,293.517815093697,316.435550829031,296.405335150312,283.194650299652,314.173349059872,254.567495843874,292.527824215415,281.40832183424,290.300924208021,303.333316668768,243.951623510616,88.591825159031,91.0280320519487,74.9824729683628,270.38767912688,266.933575706626,265.481156584705,276.769638607635,275.455770811285,304.390194857335,125.405520150393,132.705638666415,122.374894071657,143.443183117909,143.415560521538,129.985166717468,146.164292643812,136.425612338044,128.40351267971,134.376233938269,134.804266351008,137.54209279636,136.015165812466,135.961316082627,143.794006546643,133.68736507594,142.698598883951,126.132099377785,158.00122374503,144.432090395309,130.599193475895,136.424146375734,125.51563065691,126.921713757862,159.525654456927,135.90189359046,143.43523873686,148.428246220876,127.545378883106,151.226797865811,146.189535506771,154.222488641763,150.776425467776,136.160581919162,131.596856726051,130.610866406472,141.830112787681,143.313913365043,152.471060808337,137.875269873427,127.173099772785,134.83693365767,120.496868358012,136.496752852995,131.588559287512,138.403119186261,146.744561812299,124.80940484041,141.174392934094,143.10005940636,112.796571467166,150.815247918375,148.308262622383,146.474821533096,142.273745869215,134.779040276727,149.039953543876,"","x",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,16.71
"16.86_143.9880m/z",NA,143.987957773003,1,16.86295,0.606816666666667,0,0,0,4.14085368988858,"CM1果肉","CM5果皮","100",1547.9157629293,1.51,1475.97823987771,1432.18114161995,1457.64816198392,1402.49017934427,1585.1966344848,1369.13472985488,1289.24338259634,1362.40828492031,1399.34877977281,1342.94180911748,1520.96271455213,1276.17109003194,1383.74903953323,1635.89094247267,1316.00905731538,430.48378269975,504.529418375615,422.303014263993,492.125447809839,447.082814435454,642.599300690355,607.811050999473,799.570477909325,540.253175897973,551.576377436704,441.266898236518,399.057644875884,402.393211179667,354.910025418814,364.143604212946,1392.2638764199,1610.45967538181,1641.02373698619,1215.35882747293,1173.21355616366,1170.06014299939,1210.99039148741,1154.0656503236,1308.97728062701,1330.39501924335,1313.63329381901,1477.03543708234,1350.84007899346,1390.2268331022,1343.88570296716,1477.64215255988,1381.36903748125,1154.3427246261,403.985264006603,374.981788365937,352.609463863466,1103.09569291349,990.589159300662,1266.32840494419,1204.03969205575,1364.88215457249,1296.5633726382,714.009837361918,624.669612215564,636.506940304156,682.491225050823,692.075722374559,605.617325657081,698.184709310767,654.279197138192,680.983864941721,668.461123526001,642.312978746345,567.38354111254,651.757336388948,742.733233957594,609.74492096975,614.080581745871,606.845909061475,541.19589652483,663.686831845983,581.955725147836,642.599300690355,613.651304645462,566.994840108682,501.962227300152,665.217300198391,622.572056683291,561.037960089185,637.969304261427,592.587239873703,507.473943556322,623.128886335524,679.974627183772,671.556723160517,647.98521096832,633.400333413665,622.909639223882,646.623147890886,563.487652615742,630.716599409668,618.843693293918,589.908099474796,633.914142736356,639.406058623561,648.695381222316,628.41063955706,704.476857982177,668.269467833023,590.579502481447,643.765655556518,589.487820200764,530.432473298874,615.278221780118,550.371218006359,698.675678163658,618.937965976959,667.829562409644,634.842212691045,"","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,16.86
"9.79_788.0837n",788.083709070652,833.090381863303,1,9.78598333333333,0.135866666666667,0,0,0,4.11903901359489,"CM2海绵层","果皮QC","100 - 26.1 - 28.3 - 10 - 0.499",2930.40079347556,2.27,2899.69765901658,2775.40384711985,2991.10558453494,3102.36468102281,2887.21121937884,2801.62648002502,2729.72199193982,2791.91588750057,2602.84279583492,2606.53387069097,3238.7351645402,2857.71491730573,2686.51106222174,3092.34269866829,2839.92963550655,714.51909135975,1041.19573683078,885.310613181054,915.437790307312,949.770450390026,1132.83335771999,1303.2817684768,1993.21890752082,1243.14929350004,1030.79685745569,779.493349664177,823.181600487296,714.245146016539,715.878906995879,788.034537812075,2111.72629897212,2170.71375220005,2223.11048414012,2500.80619491097,2457.96504598202,2336.59367184789,2694.31226732902,2342.81295244448,2257.21749004115,2051.61733241287,2002.50048615584,1730.90829156001,1252.48946705269,1815.08139956136,1313.15457115936,2868.04428260738,2815.48334997342,2741.23914160096,746.33503051308,630.283481549596,757.666293546423,2447.11903480059,2532.80242814156,2098.27965962785,2075.45225530095,2094.37669761106,1976.82449200141,1402.73928027875,1210.53852375191,1306.11728769155,1509.698038,1260.51793628048,1239.2597304888,1478.27026391528,1340.78198552505,1266.65629939032,1297.42521074362,1367.74005766402,1270.5352925919,1265.3691125117,1403.9968273285,1315.82124115018,1019.25395781229,1252.34594934483,1134.55612396826,1234.571408,1236.29075718032,1132.83335771999,1315.80456826398,1413.43992430337,1155.03992585457,1243.17126443355,1099.7670113276,1157.31682339774,1132.39106977085,1195.2908489409,1098.21232594879,945.135242830273,916.527310145151,909.764288172202,1333.33908732922,1327.01831773495,1243.94180064326,1438.66102650199,1143.9090754677,1087.61592773011,954.325917379252,899.254960683341,742.87130711431,592.852822513535,846.93727124416,614.040540856692,1367.36138804968,1362.05569180134,1402.46013068064,1189.31283635928,990.833280907598,1139.76182493115,1364.93964928794,1407.22472506146,1157.6909737187,1066.88858004756,1024.76735357761,967.921554077571,"","",NA,NA,"M-H, M+FA-H",NA,NA,NA,NA,NA,NA,NA,9.79
"15.25_283.1009m/z",NA,283.100895685342,1,15.2506666666667,0.142816666666667,1,0,0,4.07899367822931,"CM1果肉","果皮QC","100 - 1.28",639.185569943231,2.42,505.524657041621,527.67593022348,526.858038285652,514.555849915433,489.659674811317,534.007605707621,415.797496171596,483.726961797548,450.216903079187,510.384110660771,572.321897445729,555.974554513796,477.716729725991,512.312894660672,491.012021094729,160.332893906164,208.743454297187,196.818113716483,205.492745576584,202.811506777051,233.447415431138,255.284224633222,342.95552160589,258.359470427772,214.498810413665,173.812242120601,188.274237015246,170.724088150989,148.062180082716,177.885096745463,588.650176573301,695.715234297467,633.191298958924,597.67588861847,469.949401783368,468.622898554819,478.751662312021,538.356982787957,547.257556292582,602.321308846409,610.54938902334,646.764955648041,525.97691916994,626.113809911775,558.880697950017,451.424802594215,488.13930881363,456.178210077525,160.008900132425,150.064430005699,160.032009829479,455.832386343751,512.490896378684,470.284674740629,552.682049989848,544.804897511904,474.811655903813,244.54938996027,230.154628579559,230.06155166239,250.397370005147,213.778887609658,236.210689128796,225.173507124841,232.303701982778,219.095089910847,254.048190119512,241.695459877447,247.18536093825,225.008563272194,232.602188306238,227.500019345121,228.71318437463,251.075768171166,252.229209613292,277.130211180942,263.994306387735,233.447415431138,257.737165594441,243.19808761045,240.048001577141,258.691860993483,245.227198065866,264.696078946775,270.672378937631,247.216906655038,247.902339903595,263.459345014785,293.747626406936,259.12109878651,318.659089005336,253.718605801393,249.48266327792,255.635312318176,262.859840265948,263.690157204842,280.174487971348,274.176995519938,277.578616002217,248.965687384703,292.151702828928,261.336641992276,215.220123489209,236.148767836916,233.387792553312,254.980177908035,235.907866670587,240.737085870471,254.251505,284.739880513367,259.471763226273,284.106833113317,266.570132142997,232.484187511896,"","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,15.25
"13.55_269.0851m/z",NA,269.085140829874,1,13.55335,0.120900000000001,3,0,0,4.05896808572902,"CM1果肉","果皮QC","100 - 0.454",375.669729371025,1.87,281.572774717772,335.022973455871,316.593019139295,287.76273506535,312.904944831625,280.604313807106,260.850817675174,271.8044623,240.480765747858,237.240186144393,316.167601042049,317.23278033539,310.123857829311,281.465307022253,297.795823611073,98.7272124887868,136.714507133027,112.130134116369,118.991623392137,129.476682600234,134.152754575288,163.85983569414,202.972751775053,149.323319333753,127.683346745941,106.976848708385,83.3336584897744,98.5181742856725,81.1276935082919,101.016817613558,379.117507830882,367.607658978746,380.284021303448,319.409700707197,297.709802494036,259.957470709517,337.931543347495,280.539342434676,378.599554107364,332.204943820531,359.954267535066,391.651380854515,335.313407986599,331.456444321899,321.026724065975,288.980899757176,281.057897166783,225.341908612106,88.6972161216015,98.636607451309,90.3252179148857,294.095632556123,357.106240785351,325.877471933745,296.993491636795,305.655144026043,308.352795203745,136.211853027344,146.125838994966,138.245743513126,140.033452263139,136.610128370163,124.121337652221,141.262739658397,130.530625343363,117.028380393992,118.088393926625,133.519744873039,141.041165772816,146.070923089983,127.791915893561,137.977386951479,140.833328723901,164.439646810183,143.698639154449,160.473663568509,168.536329913513,134.152754575288,165.434310197804,143.932906627609,138.739889563884,153.989863738095,150.930869693695,117.159378766978,156.194412231457,135.457531572029,140.777984857544,169.679810304659,155.212753653525,155.62376427648,170.297658287828,160.729039627576,138.39460754395,180.442685480428,136.977004289621,182.42411601692,154.527739,161.643237011857,168.08895921707,158.717103481339,154.661282165154,150.114409685135,137.773787736844,135.96830844883,115.288388307262,141.342337381959,155.061073690672,135.876752186108,164.038930615806,198.408184516637,179.797486033334,152.669840400545,149.555432605906,150.980179548261,"","x",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,13.55
"16.16_231.9312m/z",NA,231.931206450441,1,16.1636166666667,0.271350000000002,0,0,0,4.04612328432449,"CM1果肉","果皮QC","100 - 13.9",1000.17741639663,1.61,723.62070690585,788.353869481714,841.50004689695,812.745368792102,947.484452881759,754.206382825856,812.537256524922,817.119595198676,792.700465418104,801.23064887617,868.849180159767,876.38263216496,859.306738723887,841.532385761943,792.883412238064,234.731384668413,323.215317456598,289.973387452487,313.839963142956,301.646323672798,401.995020412517,380.066229573908,527.126381231796,416.416357512159,344.674173855571,297.421662841925,243.713668081773,266.145817694452,231.11410757692,292.041392139248,1121.78467474002,976.588478758015,902.159095691859,817.683395666574,660.704264075438,728.774146497005,876.899517544676,776.438031519081,854.314558381224,981.844060434348,850.223278848046,905.665898392636,877.399753700827,829.241220845645,783.701693737337,770.843123280539,799.012512674002,681.756745172848,246.420182128189,242.384725398874,252.777105263938,922.117873859103,996.390848447799,915.396961564246,814.886752931136,733.867596273003,724.642737595549,350.054146660299,343.853645063889,367.455353140349,395.504788960911,413.65908361263,333.612494519738,440.026371986152,392.411260728457,385.762459284213,398.819618329702,366.920963709537,389.638258609071,404.740639502574,382.075634829465,367.365734183899,334.841847809466,388.762054304071,371.610909915475,423.248689479464,392.644940407402,401.995020412517,383.718159197986,373.798115989826,386.902459117601,415.68717,419.624533536647,342.638766459361,421.957571423357,385.887299022522,406.991624282148,502.071803282346,412.339033945705,369.190885187896,435.959105795936,356.704283678456,387.980432789067,468.231234867427,379.106027165435,411.642265349537,456.712476978048,381.806399787841,388.693735553967,415.308019857651,386.933223466403,366.464559817902,367.505177451167,386.540925812396,348.797242610912,392.679793606327,381.039420735565,380.25407392468,514.333479266142,553.594635800128,505.055079245448,418.893457324173,359.077502803989,354.810114687718,"","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,16.16
"16.98_99.9257m/z",NA,99.9257311380399,1,16.9774,0.642516666666666,0,0,0,3.92813264213045,"CM1果肉","CM5果皮","100 - 9.57",3518.68098574059,1.33,2748.50908115463,3067.97770770881,3035.00235730036,2696.32319178438,3197.89861999995,2918.17794397001,2497.54266901779,2806.26923977797,2767.32725530268,2786.03089745627,3060.80090357075,2943.23253198516,2864.09457073051,2992.0312821842,2892.83352801849,886.175591597121,1145.85989533457,1074.89251005064,1072.82612292219,1078.23130642327,1406.32545634561,1451.68775119548,1988.09859585295,1444.31027391395,1213.60508413941,987.224509046093,989.145519204497,909.576276665514,809.321957234445,968.394665531417,3595.73852362545,3558.56391919001,3401.74051440631,2851.83183899752,2616.67157619652,2505.55063712805,3205.28088984543,2952.0796452437,2861.7691820242,3632.64193599192,3092.85690676862,3135.12334950735,3377.38386298579,3016.22001777129,3002.08307226603,2852.55729489028,2723.53735466437,2571.06136402526,929.62594959887,908.719851442049,908.431997397214,3283.70039668851,3205.31808677406,3269.08610533337,2952.28083358845,2902.46312543891,2732.46447286369,1329.60125630685,1338.1494765339,1325.28556248573,1312.10681215198,1396.1599144048,1290.8146172042,1352.53446,1347.67499983526,1346.70157798725,1386.77143808311,1292.59719972883,1308.55628164526,1349.01242584785,1358.45306836894,1340.33313913399,1264.12014734712,1378.23556866155,1377.51187179788,1446.82737666306,1403.50481285888,1406.32545634561,1465.63653456791,1409.80898697435,1341.94343383787,1463.64335131611,1392.8495327006,1390.646668,1442.07637771976,1351.31112241981,1349.56389224057,1609.3274987081,1502.5108739138,1392.09547150889,1520.49321901201,1412.70158368826,1333.89010194788,1711.49897921209,1441.39150937093,1378.91264691554,1689.75193049216,1388.89699918853,1345.53239589261,1598.64941666497,1407.40197764165,1403.79567940996,1359.97785176679,1317.57467355976,1315.39456075069,1481.39378384872,1428.54746822258,1366.55955266652,1831.56307645162,1780.87434427516,1803.66399640214,1517.62330277845,1420.15973502059,1337.90898976483,"","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,16.98
"2.67_183.9134m/z",NA,183.913415204983,1,2.67335,0.648866666666667,0,0,0,3.90826791341267,"CM1果肉","果皮QC","100 - 49.5 - 1.52",2715.19653982579,0.8,1958.19652144975,2268.81946269875,2255.72939209058,1978.99639075698,2419.47013964283,2437.77981808335,1881.05220009765,2100.58164446537,1954.51260136601,1927.23362035678,2316.17704375806,2267.73334431622,2117.74637293807,2091.30135579623,1940.90418794079,629.98986445504,1017.55823466109,903.095812378529,790.137570731281,868.957101842713,1130.54867051825,1138.27079983015,1582.1998113191,1303.42096163895,854.321070250425,824.033394262209,703.500125431141,694.263313007743,699.451626842003,846.941912673122,3050.18272097209,2708.87149432828,2386.53540417699,2332.61880019771,1894.65516308496,1939.03849413157,2984.57402070981,2285.11001373444,1969.12655733603,2777.66999420875,2259.98331392614,2300.39308821563,2717.26395946061,2254.56414419201,2136.74536693309,2085.86497742772,2063.04460906918,2095.33135528957,655.795409617634,734.246016508169,694.152851222163,3457.21149747081,3351.63945549177,2718.61948647247,2363.25645122884,1921.06273868971,1882.06653431118,947.284683491575,989.58332348105,985.002726281742,963.035385909356,1056.30841513943,1078.31732098778,1018.67645880697,1008.77753539528,951.15068137024,959.297523105174,978.137440218729,1008.23046787944,997.476201059593,949.500348001581,899.276843200481,898.673905977034,1223.914859,1157.34847093108,1065.58988846226,1131.09818583341,1130.54867051825,1149.20806426109,1121.97630330793,1211.03978320259,1030.33628542187,1162.6074085588,989.055792721702,1100.71112153038,1167.86249835111,1180.3061962775,1365.15569658145,1143.75039164388,976.64272588712,1243.66767343733,1022.89579394745,1032.29374664833,1593.64984392182,1115.73486070476,948.802415772522,1292.05501606994,1014.88175416678,987.282820616281,1286.18854709519,1052.0048327245,999.1575323,994.451601781711,998.045913590387,1072.00376711476,1045.03455793514,1154.26694626595,1044.21818316201,1928.34307680361,1862.17047917167,1499.95317641461,1214.83465259198,939.965757367871,921.524784895558,"","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,2.67
"16.75_231.9313m/z",NA,231.93134191379,1,16.7487,0.621100000000002,0,0,0,3.8879337923275,"CM1果肉","果皮QC","100 - 16.6",2320.43443480173,1.64,1966.8029730863,2021.16438483467,1954.0685505564,1783.14835902321,1902.59456713629,1942.13959445476,1738.97092502307,1826.39320864006,1682.7779366596,1976.46560903323,2099.60002964451,1953.0026862563,1845.28633806797,1918.21273721946,1913.45269239878,576.008351522445,776.693656632965,710.788478189686,696.461458986753,712.00052693409,966.285218069485,947.003997298746,1356.02392960915,985.234881473703,813.15784175813,655.141773134465,630.366586821464,612.641002659763,570.415546770788,636.616731228375,2348.81885509105,2475.48846307994,2136.9959862342,1992.41449871889,1779.03406066382,1828.71463274199,2065.31662253508,2043.90554259313,1999.84927203368,2376.44029202377,2194.01037247602,2229.54329621878,2213.4124514615,2144.13926562931,2128.87631096086,1929.31488890637,1823.76558254953,1675.88537788156,596.979640428149,612.642202432471,580.867315710628,2311.28599421908,2192.89122016353,2150.82220833441,2044.1865480593,1902.71970787176,1726.97658690555,951.44808574728,881.564444474174,853.277372892509,867.730217238396,830.647429342233,859.077899054598,941.732900224047,877.102037204332,818.912796944845,983.803179449067,886.675482780654,868.301741502912,869.145252653459,870.914015564003,886.557774219368,821.669846364664,934.203935301175,910.899981057003,939.257055848003,926.792016107322,966.285218069485,956.103442823627,961.589493852574,915.405438748846,980.692223701273,924.322587417021,886.236834502173,971.304046315931,952.413147650778,887.195049954725,1051.24962456136,1045.21048897511,874.52362179615,1062.28308883324,960.473701704772,973.560187431612,1102.80110002747,997.963621949208,963.60582483509,1105.41986848754,985.255546692651,956.875503344699,1047.69569226274,1000.47934998309,995.477904969932,919.815185727055,882.289107568839,857.40875007967,951.309425899853,963.100416286027,873.802091285248,1289.17549554781,1218.37009870864,1186.6804528354,1050.81640786531,930.990610170455,845.587389581981,"","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,16.75
"11.00_201.1132m/z",NA,201.113204250652,1,10.9995166666667,0.11355,46,0,0,3.83976787580972,"CM4果肉","果皮QC","100 - 0.528",578.221408556543,1.42,475.158350335588,571.286340526544,498.022101483592,503.901101679905,574.504368993352,574.517002109878,480.751572609696,512.214045954529,458.040243076833,486.398285714832,517.755563644079,568.893958033814,524.264130724779,558.565182465416,528.615394989977,161.000854255638,221.550679448105,161.440027056372,199.195012268746,193.908759423977,229.776852079598,250.155604139729,376.616403724714,243.788994237118,224.070244367255,177.703282377668,158.010439965195,146.330159293832,135.105565026335,174.09182253773,515.106792838226,575.954861791045,566.481523973559,485.772578854361,477.456152487838,402.098198645746,497.919221383298,489.008465459936,548.99232046209,597.809952391451,586.77147958833,550.082793689848,525.062780914398,515.87949445663,510.51948436449,517.151546500521,493.32218089248,484.010368658238,149.552383510894,162.595517141456,139.614883394545,517.679793889032,468.478153753648,461.194464083488,525.7538583,462.141343762528,482.459747802841,229.859578737678,249.176033973686,217.469847859393,245.212469402653,250.820950239803,254.129445974383,260.349133068452,245.984260709069,222.902266781515,242.109034317522,218.651723125671,252.92930622545,246.932777290822,253.601822454973,244.922746123862,229.666022777545,266.480245900704,206.890969817109,268.637005463798,252.40583860418,229.776852079598,252.559265897341,267.067836434573,226.510221499629,270.235291267316,250.716966152166,222.147993026019,231.997328293562,225.583466615391,242.615997375764,230.543884389587,243.181930232558,231.821434021012,258.996306174094,257.771387474503,214.06664037707,265.870065187544,238.764781045152,264.526034629121,278.075995080162,263.499143922928,236.08456089905,248.532989578277,240.715138963742,238.722589999657,246.555836234205,238.656103003698,247.627153201517,238.317326865063,255.607285334606,210.023483479098,288.748387906651,260.286405993777,254.456390380864,270.264365721088,226.123295950781,236.228957483428,"","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,11
"3.20_183.9135m/z",NA,183.913462437068,1,3.2014,0.635083333333333,0,0,0,3.66784530983864,"果肉QC","果皮QC","100 - 42 - 1.54",2600.50919633295,0.54,1868.4107160408,2135.56894496522,1921.29173692427,2009.19413855143,2116.16889648844,2218.84817338282,1944.70354305865,1980.90906791365,1859.70653904654,1914.19386879329,2018.22451030864,2196.09000086909,1979.66312069971,2058.38206699993,2134.13776516899,633.732906410024,992.18772142357,888.818075431692,819.964231768987,909.985831138426,1199.14655972687,1082.61509822904,1615.8251922127,1288.22969657088,947.919361743574,799.566975187551,806.260543517649,685.436824661308,701.197472088322,836.684953944276,2920.51372179943,2630.85247456672,2143.34023159488,2196.67528746013,1891.08807418774,1813.41885688086,2812.99733035362,2210.35370261233,1898.26222870869,2780.65185409038,2303.02021606098,2283.83045763199,2573.00381776276,2265.52278038868,2068.79929131463,1988.59397952074,1978.64463593731,1967.26773721071,680.674303309037,715.117082599803,731.214234549579,3400.1352067762,3140.5736480308,2772.83874187933,2398.76970733606,2013.59242619271,1877.14544778258,903.850473836311,931.463895134171,838.964817982474,977.730460562673,923.891134918919,981.476013646688,1053.14659453338,951.306307296946,905.01393571295,952.806871818983,852.310043232687,976.377956707795,932.437837810467,934.554211194746,988.807528130619,904.013315900449,1193.39931000547,1139.0510579686,1105.81451463584,1184.50418386832,1199.14655972687,1093.01758558796,1145.82087735125,1196.92521323935,1143.21857211371,1128.08837052567,1133.52738994946,1086.71727552851,1170.77750649872,1166.01200235291,1307.12036260836,1110.8088938302,877.119879564593,1171.18752700667,1020.96997636296,965.417113521853,1502.0343691809,1079.23411374933,914.657202534079,1293.44205161603,1034.20816532361,980.174469994287,1217.90451403021,1057.11825487692,967.385457632172,948.076931933812,957.215459454252,1006.48444929215,1084.68000724664,1124.19542305533,1099.96983828449,1896.50739938235,1744.90234188073,1529.86775062223,1233.09028207434,985.240040212009,919.115250948669,"","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,3.2
